"gene_ID","ES1060192","ES1081720","ES1081721","ES1081722","ES1081723","ES1081714","ES1081725","ES1081726","ES1060191","ES1060193","ES1081719","ES1060195","ES1081724","ES1081708","ES1081709","ES1081715","ES1081716","ES1081710","ES1081711","ES1081717","ES1081712","ES1060211","ES1060213","ES1081713","ES1060215","ES1060197","ES1060217","ES1060199","ES1081741","ES1060219","ES1072184","ES1072185","ES1072186","ES1072187","ES1072192","ES1072193","ES1072194","ES1072195","ES1072196","ES1072197","ES1072198","ES1072199","ES1072200","ES1072201","ES1072202","ES1072203","ES1072204","ES1072205","ES1072206","ES1072207","ES1072188","ES1072189","ES1072190","ES1072191","ES1072183","ES1072181","ES1072182"
"DCPS",46.0575450144,41.7279305078,51.1466577086,39.8727661493,51.1213323355,49.9643755667,41.4173285284,46.7330670546,34.003703215,36.9113114552,61.260117783,40.3355375245,62.3466126243,41.9826435223,38.6581877928,54.0767210548,27.1035752049,31.202030256,24.0280583782,54.9158178626,41.9418899742,33.8774699464,34.5606573917,36.0356735244,40.612823801,42.2681694503,34.9825367469,32.3747820358,44.1739647703,32.9462761404,41.8179910921,63.5548135954,38.6095731527,58.7474774906,63.786913117,71.2785878211,48.2038450349,48.2108034132,61.6149242812,40.0117707846,43.5827839607,36.4524088367,42.8887025383,47.1006566317,44.0954998652,55.6739797534,45.1672327768,43.2778662755,64.3110710827,43.4395048065,51.6652265486,61.9233531989,49.2758454089,41.7018076495,31.9503301028,32.9396929748,19.9076944692
"DCST2",0.4126468975,0,0,2.1256038299,0.1332609734,0.074713883,0.7510568077,0,0.1424163051,0.9412536236,0,0.3453042294,0.0474290478,0.2638866743,0.1358811522,0,0.7147293971,0.2093235874,0.4799691352,0.0508185706,0,1.7665632302,0,0,0.5216229315,0.0499811732,0,0.4208849983,0.1789999092,0.225350726,0.3418171695,1.5818312212,0,0,0,0,0,0,0.8321115824,0,1.1670190821,0.7448216452,1.1800155426,0.0714585536,0,0,0,0,0,0,0,0,0,0,0.8933570531,0.0687359963,1.7874608144
"DCTD",77.675011642,173.5034402495,121.2006217535,152.9612826925,93.5395116424,113.5843142583,132.7921923718,142.7158833533,71.1960833624,75.5229520369,132.8086207245,80.5434626164,140.7219848861,86.2884762709,75.3630840231,93.49002201,124.5550930964,84.5987686437,93.276821133,103.0642960727,66.9664521689,78.7423839839,58.8229032944,63.5783244575,70.8458781563,69.8963988878,74.8860415897,79.6755832805,66.1702997655,73.3768475687,93.6185335259,133.045019787,105.110624982,126.621768083,119.720756389,130.996967623,129.404382598,126.305976779,112.553408642,125.238147196,95.3141467266,133.435866732,94.4341179259,106.576163335,68.4636197549,114.694938879,88.3282618254,87.251963842,71.079656502,107.957647666,87.051213524,104.624471707,96.99905323,113.113198242,74.7859142689,105.446976385,50.4158820709
"DCTN2",109.8922259342,94.0426313114,128.132911464,162.7445398472,115.8788966432,92.9888987466,104.5127863399,161.9189592841,94.7696026069,101.4757434817,102.6208227335,106.0759579576,133.2756243782,134.4786222162,100.3749218192,121.895039016,82.6948390394,82.2043631182,93.6997014283,105.7005094229,119.397874053,98.4004679296,82.6771367912,98.2968634105,68.6013188751,100.9756011496,96.7507171007,88.8375311098,96.2560537339,83.1226036717,83.4079283333,129.159998028,126.789603509,115.454630646,94.3049188167,109.673455586,162.279126595,138.311220762,94.6384069002,106.276157487,108.240396821,104.369363498,84.4164318922,102.788738585,108.073894834,127.926963535,107.479007995,78.6495007623,126.441089703,113.49592359,83.7839798541,126.8009441,127.126464224,146.497461841,93.8921904883,120.854935439,87.4199062745
"DCTN4",16.2905818649,10.0147033219,11.2205929141,11.7924208178,16.5074002181,10.2977077559,8.9591939671,9.8666967174,16.7954686569,19.5487244518,8.9522917012,17.0375108563,13.7295800813,12.296625777,11.7658519086,10.1593491012,15.3634430834,9.4836400833,12.5532015656,11.9190722479,12.6723380858,17.3789277781,15.6672304685,19.0105699854,19.3632754889,14.6649305994,13.0635771754,21.5549579325,14.1501723089,21.5806459952,13.3048430019,11.3406003978,14.5177125241,19.1016868092,16.3000397919,10.5233886727,11.2221383691,5.9142720608,9.3340037929,10.5597339413,10.8725909875,16.3562270035,8.7140486204,10.1799196003,2.9239669232,11.7370159314,10.5322488635,12.2164346727,7.7329908719,14.0489608669,15.9701383769,13.3755031511,8.1978035381,7.5834653267,25.6537844707,36.9322827182,19.8116999506
"DCTN6",73.1538369394,41.765597469,27.5399689945,25.5780233149,56.6407595624,34.3299618843,13.6259979887,30.2327496305,69.8177831895,50.5012932091,21.9524344863,48.9831564876,36.8568872094,30.6848411388,40.8250068801,32.5896655491,53.7644932304,33.7758559993,57.9557444692,40.4431124417,59.5968717005,49.6693868227,69.7121524203,53.401452727,77.5347701925,44.9989590058,43.7694740232,71.0602726745,73.835167672,60.295900721,33.7791862487,32.5051718004,54.6565235894,23.3226820627,34.8428877291,36.1633031077,55.7642929704,37.3590104304,53.304049498,33.6620825923,50.0031516825,47.7571212696,22.9562161231,28.8608786185,38.3996021514,17.1724732022,26.400568462,37.7814197686,55.9493411997,27.8528357888,41.5775629531,41.5364934647,13.9380415567,20.6098934584,196.783021557,190.341999581,41.3259791273
"DCUN1D1",47.4287629656,34.2910598463,29.9994370084,32.9959468845,40.7415139685,18.0252579375,25.3108372846,35.2242468383,36.8665123307,42.6726945223,24.7270397146,39.7024797705,25.3338871149,28.7192553497,31.8859682265,22.1902136626,28.9260272024,22.0943182481,23.1230945463,17.7102718567,34.4586458474,47.0716700726,39.9160989152,20.8115941936,39.4299515977,38.696787436,40.28113309,47.3444295677,33.4385599599,46.0908514284,22.3502882132,26.2324198969,14.1338709833,22.2811949261,14.8213389904,17.6675305441,12.3467915085,16.0434636879,21.4222413393,16.3505017451,8.6577364244,36.9349812111,18.6654640554,23.3621861368,9.8309641337,31.2243369147,15.3653853191,13.0634057845,26.5513301075,21.3489563559,20.0884028719,21.3008694841,8.8708734206,21.0499592345,50.9176863889,31.5980814391,49.1229834099
"DCUN1D3",0.9431929085,0.1153550688,0.1634973988,0,0.7874512066,0.8773544543,0.7934012568,1.8886746192,0.8376009807,0.5819578856,0.2141473834,0.9883708016,0.4065346956,2.1332894699,1.2059452255,0.3472915287,0.4124269331,1.8860482418,0.585689209,0.6331146922,0.1600569885,0.5415529903,0.3857166459,0,1.1328174776,0.8519518164,0.7505361412,0.7519469787,0.9523713117,0.5726559625,0.1729823709,0.0580081518,1.2811100473,0,0,0.4489487853,1.3113301765,2.2365260184,0.1276073233,0.0522371776,0.6562108693,2.6578370288,0.3317593674,0.241085413,0.6281664345,1.818081409,0.7569999866,2.857790014,0.2153545485,0.4246698501,0.9381429625,0,0,0,4.0186531127,0.7536753405,0.1435833071
"DCUN1D5",4.9594518421,4.2799084718,5.8485355239,4.5685641929,3.5059750647,4.1092635634,4.3748501884,5.3869093818,4.8807757436,4.5848160376,6.8596993353,5.3672287835,5.2375219951,5.1568881869,3.9090095741,4.2725433127,5.3550722202,3.5179178417,4.5671071891,3.2587408402,5.3607492799,4.9405850341,5.2194373882,5.2598586514,4.4206226218,4.1143593053,5.2584733418,5.1173456504,4.7136642754,5.1592060328,4.1953251924,3.4757872208,5.4710301639,4.9502997177,3.2239505649,4.614048926,5.5224932279,3.3508427648,4.4266872213,5.4127759688,5.4199760456,4.5283658427,2.4412403092,3.2855556349,4.9242091135,3.5493427193,3.9219876779,2.1611387658,3.808081396,3.7786010553,2.2823134918,5.6317370707,6.7300435202,4.5261918986,9.2447486187,8.3319019263,4.4633973937
"DCXR",285.8822831636,202.1844770549,206.4434941498,200.7268656408,200.1797884366,300.1683615447,236.8904488416,268.7849141826,273.7241383667,162.4320366176,203.428375775,136.4827477837,210.6482110575,217.3168418762,202.9263685223,327.9632544639,245.2882193259,194.5214194558,201.859794554,253.1400048381,155.2181641355,141.4901307209,154.8195270385,176.389707059,167.9810251703,171.2877525238,168.5307663575,168.9853268275,248.2086176748,142.6576142944,296.231788527,248.246620267,217.173651587,179.570906652,349.882678724,255.886185634,255.631187407,158.348074906,298.433045843,239.272234363,283.77755927,251.77653158,333.421766006,233.952890833,184.939169537,211.232988025,448.84079449,339.44616055,300.99551916,283.185121607,320.880653503,264.788664571,211.0756312,193.325309018,212.019096733,144.410265483,92.6418895861
"DDAH1",0.0640756052,0,0,0,0,0,0,0,0,0,0,0,0,0.0295947672,0,0,0.4469757861,0,0,0,0,0,0.1404632873,0,0.0395168888,0,0,0.1129203654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DDB1",40.0139339324,62.4165089733,66.0692988677,52.2953337523,61.2612809503,65.8592204984,43.3584872213,59.6281558337,40.2796759813,51.3843510442,69.3674583955,43.4833108623,64.2257063285,42.9395409956,40.0703811957,76.0439821311,56.8285446338,28.4445123849,32.5892699563,58.7483850626,51.7772759313,53.3617935744,43.5948992956,37.9603825276,44.8674754901,45.3715459335,42.1173504418,41.8369953823,43.1297986333,36.3928166556,59.012110402,56.6830305702,56.959782884,43.8986240707,60.5376336197,49.7907799077,59.7452090701,46.5600848336,39.3143513876,69.7277452431,37.8166851206,60.1596883147,69.7127534234,48.9326694457,54.6122511426,68.964505066,53.0507265834,53.4425366691,36.448831794,53.6258754806,67.5646322849,52.4047898882,41.2518108204,65.129179039,62.0046770883,76.8885164795,37.1642452839
"DDC",0,0,0.093427085,0,0,0,0,0,0,0,0,0,0.0474290478,0.0517908426,0,0.0300128482,0.0734163127,0,0,0,0.1855733199,0,0.1270858313,0,0,0,0.0613645902,0.2053097553,0,0.0742331803,0,0,0,0,0,0,0,0,0.0735781671,0,0,0,0.1275279273,0,0,0,0.1343030504,0,0,0,0,0,0,0,0,0,0
"DDHD2",20.1786895881,28.7328288771,24.5105957619,27.1693722616,26.8121078546,14.6716719333,25.8969736063,28.2231254051,21.5458972739,23.1771053557,32.2640965343,21.981867069,20.7400450545,16.222864894,16.2936060148,14.397592016,16.2034120728,11.5149332633,15.1919746082,14.3668333988,22.7257726938,36.1942741828,19.0160536026,10.9862476699,25.9151756442,20.4332123642,22.0841719296,21.6499136943,17.2780809785,23.0334953816,20.2139351038,20.4219984971,16.013321861,25.0367448157,16.4282826986,17.8924020942,10.6014763728,14.2362445503,19.7731783401,18.4421079544,6.8601491411,23.5063678585,14.4488546359,19.3658610347,15.9164602665,24.3028511861,13.5129209222,21.7953779598,11.7462055586,16.372035937,15.1958398805,15.6369131118,13.6293155206,17.5030180714,33.8501698566,48.5248563624,36.0251113289
"DDI2",2.7655031202,1.7585762533,3.111121932,0.9383707563,4.1747028586,0.9392602431,3.1802909928,3.079563049,3.5869598195,2.3202407873,1.9808632964,4.2912808222,1.3912520694,3.8547184295,2.5817418913,0.4866368951,1.3905913346,1.5143920764,2.7487219194,1.8739347911,2.7534441347,6.5218039254,3.8972988272,1.0198570817,3.2298470407,2.5058742759,2.1760827743,2.9384958725,3.0544728095,2.3834153255,1.6043469446,0.9311607051,1.2567307143,3.695625672,0.2538591898,2.101934658,0.12202774,3.1170077296,2.4580598726,0.3354094596,0.9948450604,1.1377129252,1.5384721711,4.2569566835,0.2016695523,2.5130905148,2.9911494303,2.0388412339,0.8066152827,1.1361503079,1.8740455836,1.8850081139,3.2982394272,0.8136190536,32.7380025678,25.0649401298,7.7596062314
"DDIT4",352.1287698629,692.5800622856,513.8933456204,332.9458166529,283.4824343926,447.032373961,333.6096278922,443.9594851104,323.8957129619,341.9685745677,496.9662461779,293.2258458985,275.1313893599,382.6406102202,306.868170586,1025.2453243777,717.9165288266,216.5986500641,295.9866050806,441.8018307775,378.940719329,240.7507122233,396.0908630161,819.418276732,315.2578350932,277.8521575889,277.8801058543,371.6696836123,768.850507402,315.3213405512,340.086895645,542.40323664,606.865558659,565.912176768,174.227773612,412.016213333,330.580948469,216.604588018,301.012565353,460.992734332,406.498287792,712.351626917,336.713034706,377.88074393,399.083171136,558.528721812,281.679375932,338.052976759,412.286695341,446.999921579,321.069362077,503.675334188,488.668702611,327.590470051,690.329255022,1217.33776007,355.621431025
"DDN",0,0,0,0,0,0,0,0,0.0458628779,0,0,0.1776565238,0,0.2712853661,0.1310282539,0,0.0475046729,0,0,0,0,0,0,0,0,0,0,0,0,0.0477213302,0,0,0,0.0400814103,0,0,0,0.1593708165,0,0,0.2932267052,0,0,0,0,0.6963484884,0,0,0,0.1626539971,0,0,0,0.1663995012,0.6156782653,0.222051783,0.384959732
"DDOST",195.2665622964,219.9138448775,311.0584726305,287.2761567075,255.1632660748,288.218409634,188.9119593581,252.1357357048,157.5993315046,206.7038501995,256.3227794721,178.7049475473,309.9668957216,176.0740675342,218.0091764133,257.2465528808,273.2144890937,202.2685281454,170.6131695352,291.6858906438,213.7897432434,158.5736659589,158.3311092198,210.8413472437,164.9408591955,183.0287844894,160.1733812124,164.7636449845,182.5615484131,176.9268317556,201.152297783,224.43162928,278.821610217,311.35269655,192.646407536,256.336030303,300.653162599,343.10752669,260.367557588,257.915044482,278.55441483,314.020637775,172.231174676,213.75555777,206.936106223,239.334254873,216.337766769,243.703314664,184.332350968,255.649851493,222.064705272,215.621864008,265.923442873,311.939423897,210.004207417,170.573871182,302.843128812
"DDR2",0.1768486703,0.1695013256,0,0,0.2326009718,0,0.1404052786,0.0395412174,0,0.2327831542,0,0.1551366828,0.0722728348,0,0.7619050318,0.1650706649,0,0,0.1585801107,0.0550534515,0,0.1187362171,0.1471520152,0,0.389899969,0.4884523747,0.1416105927,0.3515929559,0,0.1696758407,0,0.256423211,0.0471925557,0,0.6990779168,0,0,0,0,0,0,2.0934376938,0,0,0,0.0669730975,0.5148145598,0.7218726229,0.190393602,0.093861986,0,0.0502348927,0,0,2.1317195673,2.7165338722,0
"DDT",32.7195670369,24.1068551988,19.6570586938,21.3405144983,24.5442483795,27.1061967421,25.7788548799,22.6501397062,40.1227766621,33.9762195106,15.2580010665,34.1100525765,22.5739682369,38.2660340065,38.7406870637,30.5166352514,33.5685293289,42.7853140784,40.5711355299,34.4613431931,45.9293966865,32.7682999183,37.8671185821,36.8580689159,30.9364549751,34.95728693,38.647890921,28.6330117458,38.5285830188,31.8062665853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4308435218,0,0,0
"DDX11L10",0,0,0,0,0,0,0,0,0,0.0910890604,0,0,0,0,0,0,0,0.3075775162,0,0,0,0,0,0,0,0,0,0,0,0,0.1001035996,0,0.1853421921,0,0,0,0.5938880324,0,0.2215362005,0,0,0,0,0,0,0,0,0.2362545186,0,0,0,0,0,0,0,0,0
"DEFB125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5084506353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEFB127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEFB129",0,0,0,0,0,0,0,0,0,0,0,0.2377094333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1822124078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2581062083,0,0,0,0,0,0,0,0,0,0,0,0
"DEFB4A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7199297503,0,0,0,0,0,0.3634994417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEPDC1B",0.9662601263,0,3.0971078693,5.0206260171,0.2156404843,0,0.7711147046,0,0.3427646665,0.9083603518,1.5502408406,0.1326168417,3.071595478,3.3096814667,0.1310282539,0.2143774868,0.5074362789,0,2.2708671857,0.4827764208,0,1.2394902665,1.5807693756,0,0.7929722343,0.5861428497,0.4909167213,1.5731859998,2.0653835676,2.1872276347,0,0.2657625868,0.2445569499,1.4383207669,0,0,1.6325596204,0.0595731167,0,0,0,0,0.0633310614,0,3.9571474994,1.5617783989,0,0,0.4933201637,0.7296045108,0,0.9762100147,3.7461909645,0,2.9343068765,0,0
"DHRS11",4.5493679689,12.1428866324,5.8064933356,4.9338666771,4.2401218819,7.6507016163,9.3157788016,12.5066544671,3.6521333829,5.8828351476,10.2907128474,4.9018187351,9.1176698121,5.5860123115,4.3312117255,9.8270639966,7.9073687381,7.4053558939,5.8230616661,8.704797657,8.5131760525,2.9162773325,5.3487527955,2.5648320651,6.096138705,4.7368520991,3.7479603531,1.9068143522,5.9299457097,3.3113300796,5.7952341734,8.0164506925,4.2153170392,4.5075784735,13.0562206574,3.2229915299,18.2140529038,3.1738528553,5.267515316,8.6252144724,6.9682366963,6.7649194981,3.7710119838,7.6801846791,13.0778119384,8.7013057673,4.8074272759,4.7626427177,8.1166293775,6.0973873844,4.1531905968,7.7503825879,7.2247710985,5.3606047067,1.7129571763,4.1620118928,0
"DHRS13",24.1846964249,45.1391446858,17.3050318277,33.1968632508,49.6045801651,38.187332928,30.3498267273,24.9039890978,27.34151674,17.6029609127,27.5970801898,18.909159868,33.2545381011,30.6626450633,22.2141419309,46.8178993505,28.4380246533,12.9353433208,23.8123894276,21.9747969068,27.3697450255,13.1420720309,13.9214724698,25.9672972281,15.3062082436,20.2741813585,21.3383561415,19.7020373911,14.7261848372,12.8264330866,32.6265822791,18.1003551665,11.6353602265,14.8424320681,26.7981566361,16.4215696754,28.6857297349,21.6651392463,35.2451294134,24.9563727712,21.2269356672,39.6807735477,31.2869289557,38.782874497,23.7272294415,26.4648674859,35.2094567896,32.1010980911,12.5392175718,15.3749939631,46.127136703,23.8377510102,37.5624161095,32.9174767542,28.6487500172,41.9792305739,16.3989925788
"DUXA",0.1691595977,0.0988757733,0.1751757845,0,0.0654190233,0.1622358602,0.2384661081,0.1535129617,0.308970967,0.3618259897,0.090779869,0.2977623428,0.2100429261,0.1898997563,0.1965423808,0.1822208638,0.2180896348,0.1516528031,0.270643389,0.1799824376,0,0.2316804236,0.0468210958,0,0.3767276728,0.0726998883,0.3209840101,0.4183186264,0.2157178393,0.5991678126,0.3459647418,0.2486063648,0.1372617908,0.2690940825,0.0677767114,0.0481016556,0.0977388951,0,0.1093777057,0.2238736182,0.4218498445,0.4970500417,0.142182586,0.0516611599,0.215371349,0.1298629578,0.1497362611,0.1166444904,0.2768844195,0.2730020465,0.2680408464,0.2435176207,0.2156527237,0.279288583,0.6889119622,0.3975430367,0.5538213274
"DVL2",20.460622251,43.3617349519,46.3071347032,46.0395287106,40.758474456,49.3004893495,29.6165991613,41.6857469516,16.9016774268,17.2968004598,32.9205048182,17.4578812226,38.2662074875,24.519264636,24.310593993,45.6945613195,30.0790951724,17.87794313,21.4654037888,22.0171457157,15.520888547,15.9685731992,19.3616378808,17.218225412,11.6021585379,15.3828419967,19.2920830771,14.487169607,23.9951673146,11.7394472318,42.9877251087,43.743147145,41.8771342132,22.8381111428,28.4228021235,40.1836701129,52.9695877415,64.8914000238,50.2976788632,37.8017730263,26.2084006861,30.5127638137,50.7396032554,25.7911831862,34.5263266316,36.3782055142,40.6439949943,32.6753472657,30.1036525916,29.1767618184,44.9027073911,22.5315485984,40.4330266165,31.2945820517,21.5911998572,26.3521867728,16.4527617484
"DYDC1",2.2836545692,0.7321515593,0.4694711024,0.6095985205,1.5797482669,1.9212141336,1.5177142019,1.8933265271,3.8959307865,3.8459825481,1.7736989798,6.0077931511,1.4002861738,2.7227185836,4.3991523015,1.7386014183,1.6993717086,4.06258636,1.3807041641,2.5028146024,1.5402585555,4.1470795831,1.4782088801,0,2.6502660057,2.9352579914,2.0486332409,3.220796786,3.0682420332,3.8998931522,2.8702602212,1.9990739837,1.8395645606,2.6045959949,1.5138910294,0.8595361256,1.7465118459,2.5890842385,2.4431095011,3.4003682643,3.7690509474,3.5157386909,3.599301228,3.9233512663,1.6837208732,3.4808127377,0.6689152598,1.8237965643,7.0092298833,6.0978961784,3.3527651295,1.523009269,0.9633831955,1.0397191797,6.3474867357,3.3298873522,4.1234672038
"DYM",42.1361179764,61.8609212949,76.1173818644,42.6627638723,49.4785879721,52.8867557321,67.461393379,76.3494388844,48.2670582442,48.1228566333,59.0022595016,55.3537693001,62.5453629199,43.7607957857,42.7588868494,51.9758216838,50.0850403823,42.900655647,35.9934563334,49.245312359,41.8560623137,53.2054092884,44.3217410677,34.8422237479,41.3899892798,41.8592325784,35.4026481719,52.4361114986,39.340967222,47.0850458077,54.179816292,54.3795962038,51.7299367496,48.1372246623,46.8576924573,37.8485350932,32.4794381895,39.6767838115,49.7857932517,48.1715031856,43.0876846195,61.439174189,52.2568975009,58.2113939736,72.8036292616,56.3819698454,43.8485661349,33.4154507505,25.0298036505,35.6858413287,49.3480333295,54.9407628304,40.7052311629,20.4466236396,52.6826614315,68.2045739642,51.3179196565
"DYNC1I1",0.0461344357,0,0,0,0,0,0,0,0.0555182206,0,0,0.0550485003,0,0,0,0,0,0,0,0,0,0,0.2608603906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1029772802,0,0,0,0,0,0,0,0,0,0.0588880284,0,0,0,0,0,0
"DYNC1LI1",41.4338493435,49.2942813485,50.3805556112,45.9162391222,36.380245747,39.7072267759,36.7616677828,37.4897259997,39.347935409,53.1099826875,61.5557342797,45.1848099639,58.8910677116,42.7718373147,38.29664687,32.0022712351,28.2069791987,34.9677188746,30.0350729728,28.9814073293,40.9815480435,40.949514878,44.8100182091,39.8416933572,48.7691096396,43.4949800659,35.4404109966,33.4757555985,36.0134048075,35.2766677656,20.5393077436,37.8711686119,30.5084795027,44.4680837105,24.7249118224,24.1679314938,22.3987179913,38.126794684,29.01221803,38.1121946929,20.4185358101,35.8108608716,25.5857487878,31.755108187,43.240829948,36.875323307,34.6150290003,35.9274812813,30.2158600294,34.6562142629,23.9259425312,44.7754993393,35.012477091,35.26765658,53.7380906396,76.0975007532,52.2968937988
"DYNC2H1",1.9863437611,0.6167964904,0.7123815235,0,1.1000087625,0.3927815562,0.2741245915,0.8001281638,0.8013934455,1.0525846974,0.8053803767,1.1435074844,0.442671113,1.2183179169,1.1549897935,0.2679718585,0.6909770607,0.568164023,0.8203877729,0.3493776729,0.6402279538,1.1902581764,0.5083433253,0.7486184962,0.5532364425,0.9541860344,0.8850662043,0.8443363686,0.9431918292,0.8669374988,0.3017941941,0.8379698644,1.5422137229,0.3176786043,0.0827727849,1.339374254,1.3249438678,0.4029002201,0.427450533,0.6452410608,0.9616825616,1.5985014202,0.0231521976,0.6056789234,1.2493629225,1.7921353607,0.8411857201,2.5926428421,1.8710803028,0.6890383793,0.1309387068,0.7375460611,0.2501990338,1.8759572935,0.5468700732,0,0.7815694608
"DYNLL1",218.2568894405,187.3813612844,180.3703303905,232.9876412759,166.3508845991,204.0991161373,171.62428085,238.2404867209,174.7858415416,173.8308204198,265.0166977,203.2115390184,233.8568251248,203.0398329265,145.3418773914,255.4372068918,125.7275947962,168.347427208,113.5941049201,150.5754247097,132.1745971313,202.8796509744,165.8157958119,133.3278692139,136.9365573659,180.6614943756,182.3944433816,121.8436406431,121.410130717,99.4141355686,149.909616626,205.084990953,197.744673758,230.739880511,133.441186302,218.850214107,286.985930193,306.376789807,109.161062253,178.43965045,146.47440197,147.326676313,102.658620685,167.588172762,209.452138862,159.854438359,137.983486296,202.087409348,265.194681927,284.065287948,133.253673847,246.099105475,294.422730087,217.480089533,74.6697603523,53.2274371569,50.0098907604
"DYNLRB1",205.757020379,219.0828175449,193.2539254184,227.0720241725,176.1613151705,217.5945780844,186.6454170038,195.0242620607,236.797280144,262.1037106541,244.7006285454,258.3426121125,179.3698832823,285.707882675,275.6519023238,239.553978892,199.0532167536,201.3607472816,237.3161929124,222.9241297311,272.6837559946,242.6736597395,249.5140784056,240.4020132534,238.842710082,258.9865365668,235.5621404062,205.807631437,257.6244718725,226.4668748842,185.650236101,234.128691461,311.102145556,263.325386303,158.250012883,301.924612097,213.407812245,201.870941685,181.386079134,206.243358322,264.672355922,199.494601888,169.693221324,232.159973432,349.533079306,234.387851491,152.133790003,244.431339247,273.202867208,204.473883143,173.873910159,256.694874646,233.063139385,227.826909462,100.742940219,109.958227633,158.707135964
"DYNLT1",421.7046250082,469.0007512416,369.1210703097,433.7784348514,789.4501212475,421.9797416594,312.1543641307,271.8481955539,470.1041538957,421.9093460316,434.7215159691,457.2528614905,330.3433180762,300.076142157,329.0968712118,367.6788276755,447.6667631839,324.6886515087,435.0592477918,341.8734639994,441.4302151542,293.0873199231,444.2853775752,585.9447819084,463.5699875015,342.1256744885,315.9733552873,444.3570360974,565.07976462,409.555060607,414.518705177,550.899897173,503.105267509,353.780735655,313.244825044,378.589093363,452.368745108,329.435877246,480.164809159,612.507232428,416.29394233,455.459040703,246.239855774,382.659800191,330.606812133,343.661759004,267.914386968,345.753812784,338.966922854,271.147217271,345.257402807,436.213563753,413.143960215,355.676958077,415.290422546,660.263653176,697.284106759
"DYRK1A",10.7852058665,4.2351789553,6.1685232902,8.2695349859,6.8617286684,4.9695405588,3.3719553413,5.6543940877,8.3953204928,10.6624805643,5.1581587129,8.9704033514,5.7682756255,14.5014359344,13.3260587094,9.8442141956,9.0625960114,13.3796219553,13.3313013089,5.4439393763,9.7773942946,9.889858084,10.1668665058,11.5677831974,8.5356479706,8.9034644491,11.2415208828,9.2979655423,14.6894669071,10.880463288,7.0350335838,6.5478117742,6.7785199102,1.6502568082,4.6268417804,4.5412946328,9.3458664118,5.1803009996,10.2469548446,9.1264116406,13.1848914913,12.5939961428,7.4116127588,6.6532038966,8.1072463458,10.1855702495,4.0597571489,17.4222580495,13.271461653,9.5606941548,6.1512639935,6.4137840782,2.6624420986,5.0932549391,19.4912816778,17.2022497771,16.8627593266
"DYRK2",21.2884790701,20.4508057727,16.1535430045,23.7697760181,17.8811997078,21.8079150983,25.076828487,27.8044536915,18.6444667873,22.4534533763,25.4416402222,25.7026452513,20.6677722197,24.9656523748,21.5080452294,18.2220863812,27.28927529,17.9761970587,23.8758214719,19.1967150469,13.741704342,27.179009698,16.7285086388,17.8626882913,23.04888398,24.0273130936,19.9670935689,30.6835429267,14.012480071,24.7435097142,20.0303418343,18.2601637296,11.4340995778,19.3215434992,24.8542119559,15.9406340492,13.7259908596,16.8086917414,29.4137055713,15.1300035934,15.8387717819,18.9472721249,27.0609851429,16.1940583061,17.2582072937,17.6376626382,26.2751521437,25.5378898036,18.2011832065,30.1077064534,22.1922675812,17.9128541055,17.046439188,25.5663553141,36.0464179924,32.6119547237,20.6934807943
"DYRK4",18.6921355476,13.9626716977,19.9910605228,25.8930967075,19.0030148115,14.1294626111,14.537517972,18.3820141814,15.0719899818,17.0134122721,14.6714234511,14.7204694328,19.1455256372,25.9842056131,20.6296706386,20.4280307208,17.3910288958,19.3303925121,18.7695419063,16.6176725886,15.6229538729,17.4715999476,18.3560991101,17.4070074675,18.2831471964,18.3976154909,24.2154113496,12.1851339759,15.9539406246,13.5528577798,29.5785790652,28.2238426681,6.3892325746,18.6259291075,17.8228872896,20.7618738246,17.9026930396,29.6725137679,35.1100656786,22.3303316831,14.9608964797,27.7939427588,27.0748010597,13.4913749142,13.4752425002,19.429821237,25.3450602134,16.0770879795,17.2402696574,28.5509338068,27.7080142609,27.9994316503,10.3640711961,17.3055481239,18.8968177833,6.4886780534,3.1247463125
"DYTN",0,0,0,0,0,0,0,0,0.0844842488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869371553,0,0.1486911223,0.0615929266,0.0711409896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
