"gene_ID","ES1060192","ES1081720","ES1081721","ES1081722","ES1081723","ES1081714","ES1081725","ES1081726","ES1060191","ES1060193","ES1081719","ES1060195","ES1081724","ES1081708","ES1081709","ES1081715","ES1081716","ES1081710","ES1081711","ES1081717","ES1081712","ES1060211","ES1060213","ES1081713","ES1060215","ES1060197","ES1060217","ES1060199","ES1081741","ES1060219","ES1072184","ES1072185","ES1072186","ES1072187","ES1072192","ES1072193","ES1072194","ES1072195","ES1072196","ES1072197","ES1072198","ES1072199","ES1072200","ES1072201","ES1072202","ES1072203","ES1072204","ES1072205","ES1072206","ES1072207","ES1072188","ES1072189","ES1072190","ES1072191","ES1072183","ES1072181","ES1072182"
"MPND",5.2465105534,2.1164123851,5.38840713,5.931599087,5.7108384433,7.8129374765,3.97814956,6.615013075,5.592857269,3.112209562,1.6642975992,4.8267525983,2.1817361998,5.7709796065,8.6502912052,6.6114016941,8.0649978801,4.5901672385,4.757403322,4.5630841525,10.7168592269,3.7503268576,1.9107466218,7.4232576099,5.5508056402,3.169260757,5.1876680455,5.135310254,7.8002652737,1.8717366183,1.497023053,2.8112773811,7.5760997908,6.8828755589,7.1168410154,7.6734478107,7.5985650038,13.3236695605,5.6321267249,2.3507675664,11.8312007963,5.1857787799,11.867254814,5.1116800322,1.7396078062,7.3425472475,6.1480726824,9.0683523799,13.4187848041,14.8844604001,7.3611101635,10.6215420111,7.0763896915,4.2297809235,0,0.3010362857,5.9644696404
"MPP1",15.9573887178,10.1794962773,23.5786605886,10.2992469136,15.8604787652,13.0130237313,20.0177811473,18.5471569129,12.0305570259,11.3203460002,16.9222986656,18.0509037036,13.1062268813,14.101906577,15.6748614826,11.4027385249,10.5913827581,16.8505487876,14.9974496724,9.3590867535,8.50157772,12.0213179815,11.0207941092,7.4644858749,20.280067308,13.8924942859,13.278353241,11.0995586448,18.822528913,13.8736511662,30.3343523334,7.7239293078,19.2323948929,12.3630991364,45.2116630754,9.4503004089,17.1183201922,23.5604762029,40.0626589368,11.9334726564,13.206355751,23.5931729039,38.9775730192,15.5784850866,13.6943141931,34.0180657997,49.486028183,4.9741415628,12.5101682307,13.8592754896,46.3740677077,19.0629184742,49.5938443482,13.1859297039,5.7050423878,1.36226798,6.8414145442
"MPP3",0.0999579441,0,0.0817486994,0,0.6444985261,0,0,0.0465190793,0.120691784,0,0,0,0.1242189348,0.0443921508,0,0,0,0.1794202178,0,0,0,0.2751205031,0.0557393997,0,0,0.1294966761,0.1085681211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPP5",3.5062171163,1.388969196,3.0574013581,0.4680438079,0.8044116942,2.2755714071,1.1544434017,3.4028706501,3.1838492611,4.1369614909,0.0721583574,3.5656414995,2.0371905302,4.0914765672,4.8189280038,1.2026577012,2.8373245554,3.3449054888,3.0870261556,2.1132055611,5.0986269655,4.5698963563,3.6408975886,4.3853854515,5.9196299352,2.6785365107,3.1767976293,5.2995580582,4.1996132542,5.7610250304,3.8629850577,1.9876273919,2.3477118324,2.5153514981,2.3050124721,0.4878955727,0.4665254539,0,6.1670653367,6.785542301,4.2788271856,7.5129480157,1.2442159444,2.0035281153,1.188632478,2.1695079867,2.9184330658,2.7838264249,2.9185763896,1.6831556273,3.1665336142,1.9760013269,3.0558813873,2.0551881331,4.1103770069,3.6764933158,0.6975875152
"MPP7",11.7437769202,8.0018750802,11.7788197472,11.3266601504,16.1560758336,8.876009297,11.3951141178,12.5322399607,16.3875304271,17.0969105774,11.3614497644,12.0981590528,11.2632695945,18.8567991759,12.787386999,10.0350101589,11.1743946531,12.1108647009,14.0480834095,11.7793211787,13.4215903651,19.1744510613,15.0161942799,12.7308542523,22.4166137599,14.7989710185,17.3992214882,19.5172586113,17.3767604156,18.3700609461,14.9933117924,11.5683809659,9.1749725323,5.015611833,12.763503021,7.976300422,8.606166925,14.3268425087,11.8102710234,13.784474052,6.3565228441,13.9499267895,17.2410359857,14.8088312572,11.8698117106,12.3946285686,15.6227133374,5.6977002156,6.7624472081,7.895873634,14.6089366494,12.8341176778,7.1381217237,5.2355432761,29.4723742811,27.211691049,37.0981094334
"MPPED1",0.3408822196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPRIP",9.1525594461,6.2950908986,14.38543542,7.7444126648,8.2549115724,11.3693183059,7.1250107246,8.6223113464,11.7408967443,12.5323365532,8.6264152483,10.9296295228,7.6993154297,14.7012006131,14.7382521123,17.0751668266,9.9954150433,12.5594152454,8.9206598291,10.7756544092,9.5825423087,14.6943308692,9.6629823325,12.5833004617,13.1248759845,10.4347058471,10.5853918034,12.5007977246,15.8667355406,10.2972025854,9.4965014781,11.6365099741,5.3470625511,5.66333637,7.427006832,8.7606716605,9.568046418,6.4145054805,7.5034912036,13.8358810984,14.6405330029,12.3720052666,8.0132091575,15.9168207116,9.871678544,11.9046974454,5.9087615753,19.438497973,13.5316427533,18.2311772162,11.4070967098,11.841835745,6.5788068904,8.2092634619,8.0379442227,3.9671264317,8.3868647018
"MPV17",210.4396656066,216.4131716665,224.7738882359,194.4116989454,300.8596653282,201.7595042591,275.7091653885,242.6597992535,190.2247345467,188.2304827101,263.526976772,209.3269269657,214.6254754962,237.9049349341,233.9776382426,267.862526029,194.1688726559,192.0308959565,166.8199332865,226.7715190141,215.4877391209,207.8897401355,228.0343433362,213.7446850636,202.0577555715,207.6967653489,182.3448796742,179.8539119976,218.7378890354,178.156981601,207.740318211,274.415309858,204.630295706,223.83051601,256.282658509,249.653419994,215.154173125,239.829181054,255.312221242,250.387991228,267.10128317,219.520974535,241.887171448,225.213517683,183.199531906,207.336206525,290.062780281,238.748915884,237.977255078,212.869663242,220.3419264,188.207345027,293.251405174,212.976820159,50.9319386461,22.7860851702,95.2817114876
"MPZL1",3.8394102633,4.4423472422,2.6019443185,6.4338900028,2.0182980158,3.4453773462,1.7004639296,3.1144523585,4.1107621619,1.7559946634,4.6088241208,2.7949624947,4.3521797691,2.9002871869,2.3342440784,3.0741731613,0.7989422264,2.3623662009,2.3469856388,3.2947373277,1.0577679237,2.1720039716,2.6531954259,1.0914640683,3.4564105363,3.6304506736,1.8385775284,3.0154870307,2.4646910574,4.0430571428,5.3473304886,3.9848474085,0.4583612295,3.0252584434,5.3413459864,6.20019779,1.14233553,0,7.3414709037,3.0202472564,2.0347776156,2.4620512331,3.640082321,1.7596347895,4.1353663362,6.4180813972,7.2002519221,2.7265940652,2.8354585699,5.5306254906,4.4753726154,0.7481289044,4.4288225377,2.3004980141,0.4600996857,3.3188098826,0
"MPZL3",44.2172936332,19.403193413,48.5143495874,52.0852848239,40.1527427586,23.7782269263,17.9206165894,26.3670141415,39.1137933482,29.7734714761,37.8226177466,32.3785270203,31.9016809751,17.2512830546,22.4616397438,15.8982344239,37.2674159068,20.1185598974,33.9149996821,33.5296693987,26.9777213871,51.3635499205,36.2239210789,35.4519680883,52.8498870182,26.3309908051,35.6103437078,39.4066411541,14.9005950051,59.0392390255,26.7487409034,40.1109551327,54.9763028279,18.3192024433,18.2255231129,22.2674943795,26.6152059532,8.8015492204,26.4337986078,36.4253080822,33.8238986006,78.5319682859,20.3267580693,22.1568040458,52.0497557409,48.6239676939,14.6108876038,41.4909080041,28.9026397461,39.6485250873,21.1671011123,27.3537422624,34.6840001385,8.3975040235,244.169356741,151.218212977,28.6959199855
"MRAS",0,0.0211876657,0.0467135425,0,0,0.0341549179,0,1.0303976063,0.0337936995,0.0581957886,0,0.0975859779,0,0.073986918,0.0315438389,0,0.034548853,0.0320393246,0,0.0232918449,0,0.0752961377,0.2474829347,0,0.10537837,0.0227187151,0.2690601261,0.0744247863,0.0275384476,0.2492113911,0,0,0,0,0,0.0941951655,0.9569869581,0,0,0.0292267314,0,0,0.0309365934,0.0337218574,0,0.0847681344,0,0,0,0.0594007574,0,0.0635825173,0.0351918657,0,0.0281054846,0.0324370611,0.0803349444
"MRC2",0.333193147,0.1106466987,0.5675695417,2.6507261509,0,0.2091988723,0.4925328027,0.6466152021,0.316212474,0.8855880867,0.0512091569,0.9183090739,0.1761650348,0.8508495574,0.6333032271,0.716020806,0.500958369,0.3673842555,0.9705102777,0.7368692738,0.2690813139,0.2606404766,0.4236194377,0.2278404119,0.7218418346,0.4680055311,0.5640821942,0.9315930146,7.2839193818,0.4878180422,0.3035852157,1.0550668247,0.9453317881,0,0.7947927904,1.9070957787,0.6276526946,0,0,0.0500054157,0.0261739649,0.115649299,0.4234472033,1.2116231852,2.0745846473,1.4503386407,0.4459435065,0.781627099,1.1338460105,4.0144483174,0,2.0941377449,0,0,0,0,0
"MREG",6.0769303967,6.789469765,2.3753836373,3.3425177303,5.8247160024,3.357855369,6.3672679512,9.8736745793,4.2193847675,3.4462027832,6.4220938127,4.3563381408,3.7017242562,4.562526612,4.5131954114,2.7890511038,3.1396270194,1.4204100575,3.7403762118,6.1744563288,4.8086686531,4.2310637367,3.4469244776,2.1265105109,5.1661745896,3.8758127967,3.3915736949,4.9402659864,2.8158062639,5.5674885246,4.374898058,5.488621913,4.4312531935,7.4261759111,1.1293165326,2.5046395817,4.1222816363,4.0391796843,5.8091714803,2.3314071785,3.3192465134,12.9837628733,4.0965518655,3.5507761941,6.5603802088,8.1819321923,3.4825370351,7.5313205152,7.4969925165,10.1401326574,3.4054618736,4.5140421004,10.892106957,5.5746163424,5.6049141803,9.5219785315,6.5364591231
"MRFAP1L1",124.2374724253,164.7411633892,155.0399119573,216.5764271736,180.2851365665,113.7999171777,136.5051319611,224.9918529392,107.7777630829,131.2441544544,194.8531696836,109.4489297059,218.4920721567,157.4688238796,110.1899086144,122.6882357173,144.3213556383,154.2650760663,141.9736015369,164.9697848342,137.2593060978,153.5519927766,114.0918624637,161.0549623852,123.4665672197,160.160125866,133.3617756635,138.7406335027,154.9634342084,156.3509848798,110.386019912,128.827536961,96.2241675996,87.3412978087,106.192176474,92.0570754027,123.023289991,139.701392495,118.465473714,96.1422790844,134.161920394,123.088303911,102.265294189,73.6630342284,133.844697493,142.018326532,121.869128816,133.695407478,132.766688242,138.368968103,130.7810207,116.255097845,148.53267719,166.909890611,237.156481587,280.60422828,141.579458103
"MRGPRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRGPRG",0.1640335493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1462832006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRGPRX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083302244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817530119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRGPRX4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840592459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRM1",2.4886965058,4.4258679467,6.2152368327,4.924734115,2.7572906867,6.4744916301,6.0151404272,7.1057893615,3.2779888526,2.8136398641,6.5198567486,4.0010250932,7.0601525471,7.9289313825,2.4264491459,5.4752010138,4.6619358562,7.0080682687,4.0173628052,6.2676237082,3.1454677731,4.8739769123,3.2797062785,3.3546788263,3.3457632477,7.9265596997,3.9367744767,2.1480533146,4.6218694502,1.8929460984,9.4729789373,2.3598209831,1.7539256212,1.8829734863,7.5469904246,8.0781390268,10.7048884828,10.1726053056,16.1725052177,5.9664945152,7.871666445,5.5951799662,12.977166746,4.8094764296,1.1794313154,7.230171539,11.2977220708,3.087419934,4.3804031561,6.3123593755,9.1007544471,4.8008442751,6.0032753439,0.0849699581,1.8077361834,0,2.3589021876
"MRP63",60.0644723101,54.7489281743,63.4860399661,60.6516280782,67.001194515,81.6708128175,59.9686545438,67.994612244,63.2931853482,53.5173532074,66.0970554209,61.0688045175,57.4298013335,72.3222123769,54.6727521558,75.7138408014,60.3266160034,59.4649864681,69.6970158678,74.8494021834,68.9636850248,58.513786995,63.1839539271,63.0553764646,61.4197829591,59.9206110858,66.3280414383,59.7477051586,68.5776190571,56.3668445337,93.9283197967,88.4786213106,74.0380276595,47.4216072363,86.0998580835,69.8351249454,62.2042724258,44.0490131878,72.3684921701,63.0300277406,73.1893856196,48.4948916968,81.4108747711,72.3986305422,74.1667946651,77.9029052413,82.6537393425,83.4975969818,68.7426319021,65.1409960315,75.7352389798,70.1565184958,79.5633869836,62.2413103711,67.937487775,54.3594808297,46.7633795909
"MRPL23",88.1577806519,105.4839707905,100.8405242448,136.0043980045,103.7812231824,139.8152912285,128.0451567624,110.5270064387,104.7918483475,107.9051129914,91.2686837249,97.6885682689,117.5156293449,151.7274390402,133.6779363469,184.4996964972,160.9739028005,148.3036257347,177.4617159174,165.2090556042,148.2452466386,92.1248244543,93.4170043259,165.761494322,114.7438726423,76.8437819665,92.6982939733,97.9070895494,123.4640399314,103.0595149597,59.0243828037,47.6074615742,58.3323474487,53.0944665682,52.9037813846,39.924149695,27.5919333062,37.9307500262,47.6681819954,46.0166477375,58.6604551484,55.5023108757,50.4351631827,37.0986582739,50.9934374553,27.706655874,66.2309331477,65.2510730362,61.4755180102,56.8251849156,45.8893432551,55.5033844481,56.9516037065,34.6380100085,40.5543347598,33.4872046312,33.6226104971
"MRPL2",33.1347769586,47.137847817,34.1616136472,31.2813083493,48.1702075056,47.2554636384,44.3636107236,42.9161765988,28.162220871,32.3087836558,38.918959242,44.0563157068,43.0587998436,34.899629236,29.4692248772,41.7585906611,42.7650021458,28.2608202572,31.2508538217,46.3211271086,26.3606900983,32.3165230922,33.1025146955,24.9734790506,35.9076795802,31.9016197485,33.5475494077,31.0120385351,30.9279714899,32.2145490771,160.022214626,145.73961799,137.20567747,152.69396767,161.986340144,132.532767181,176.519210824,113.587146326,147.229614923,93.8875266318,162.752676917,124.024926768,177.602146112,155.153084319,193.997774405,127.662638238,177.359305169,155.959185718,192.283168729,157.168480054,150.363834519,147.807844298,135.902922347,146.933899165,68.3452659841,32.4925800434,53.000817135
"MRPL50",58.065313428,52.931497294,78.5768498782,60.334271545,72.1547597967,45.2574009395,52.7611835763,66.810701676,67.247048191,48.8642203745,52.7221547148,67.4043864662,74.0999823797,59.3153121868,37.4401103215,42.6182443834,72.293474973,55.7932798683,55.0547856435,74.5148465935,80.8589348333,62.3857460751,58.4349570724,57.5546579492,73.1431266224,46.7573875548,67.6686217158,71.0294762112,68.4904139731,67.7457306039,68.513217442,59.6380615336,36.1364630822,44.0934769877,40.2030740378,62.1092722546,48.0461816576,36.8179365511,44.6270680763,38.7379857758,59.9073605534,47.1029967,42.4021615029,30.1359127459,34.2318098774,23.6199224779,36.9670132825,39.75554979,40.2280609139,51.2947939188,78.1791927713,72.6226310094,55.4785113192,26.6956300638,158.884791447,135.65611016,57.8774326174
"MRPL52",45.1297302512,48.2796275799,49.5677399713,45.4162313469,47.3682187382,67.8551485149,45.2483868442,62.7402822382,47.2315227378,48.6036044518,47.1077689677,43.4207557483,40.6805718743,54.2916004524,45.4668040962,60.2379300266,52.2616181234,60.5457796848,56.6152139331,64.1012744999,52.2899222277,51.9456469849,55.3469943289,50.4199981944,49.4988548519,49.1769307133,46.9675132414,49.592571388,49.6655901895,44.18730059,57.962523325,55.1147889936,63.4257791705,47.1764052314,82.1013010693,67.2988377405,44.4927584454,57.3293943893,54.4325172413,79.3415674299,87.7597552395,62.4259448918,70.9409139,53.5448663784,63.560786505,63.6251633451,86.5195528912,68.3986794516,76.4331529949,68.5742250379,61.0777939667,60.7506272206,40.9039842375,56.0268783228,19.2682215618,15.9754395771,21.048805147
"MRPL54",99.5068518441,185.2837823799,124.8139142677,122.9083039463,138.104404085,168.8320286923,119.8481628791,108.2498975074,90.3691801634,155.7774747087,154.6120831181,130.5249987238,82.3300514397,147.963971143,153.6573186144,151.862867901,208.6491606837,191.825844279,166.9721701928,189.6803147921,145.4686058389,54.2392831789,140.7286067937,155.7451958341,79.6238963779,145.024917864,146.3828696612,168.5952382924,167.7917610339,128.6036825474,200.675099235,255.559521662,272.273927643,195.108327467,133.593228838,183.424043437,137.795369305,158.269802017,151.560631206,163.523327767,192.329823252,148.382468735,143.308331314,150.661356197,156.734684298,143.678041881,153.066350662,166.328490201,134.333535311,172.038323342,153.172393442,187.027005014,189.369745106,169.49992721,127.649968184,46.4388335002,164.586571853
"MRPL9",121.2233559569,149.4154185313,143.8263260746,136.401664456,141.4286596404,118.5666629113,129.9194557988,130.1464281291,108.8060570823,112.3204021667,119.6176074455,127.4247672726,135.7916224388,102.5310710097,104.1892998766,117.4617125882,113.2748925809,109.3758463388,104.8172243914,119.1271992655,78.7109236549,105.5159529406,97.1337074981,95.1960639002,110.9950371293,115.5746474752,119.0685465083,115.9974453615,109.3597650352,104.6714354468,115.83660036,114.216614121,104.51061755,141.46975729,127.257070624,125.071154861,106.817718892,81.2820768402,136.816779392,123.146154226,92.9838612085,136.55597115,123.231657543,112.919779782,132.329774475,119.72882245,104.314021251,149.229471822,135.048303959,133.861721721,138.833540577,115.788783634,147.163121167,157.919823824,168.600538472,210.671732252,184.703032427
"MRPS11",42.5359497529,39.7292273765,53.2137319653,53.8318873264,46.1446407095,56.1784359476,24.7581307911,44.8443924354,42.4255759002,46.1695023391,70.7733825212,39.0769286303,43.4133884392,44.8484034808,38.4203957765,65.2779447421,52.2637774267,46.2840083253,35.9849987275,60.3152909896,53.4636734763,37.2600041316,44.4934184188,43.701960907,42.5412479722,46.8528061582,44.288712863,28.5996489106,26.7857300015,35.5046696767,54.5361209613,37.3523030153,71.0896585634,41.4902678255,75.2410901723,50.6112737207,39.9805476135,43.6283184305,71.3181262183,36.3311832154,52.5567635386,75.0679677136,54.7268130681,66.2181802967,48.7303145712,58.0423398265,44.5052213703,45.1137525895,64.1914375892,77.6942119919,43.3793305773,37.6734251487,68.0231331813,33.2045160539,10.653982188,17.6131296761,23.319612661
"MRPS14",31.8532648547,59.0994621984,48.7268962059,55.5853392506,58.0775551486,37.213917767,37.7979924581,47.8448730496,30.2308780482,31.2486082034,54.2910170671,30.8396712152,47.9417332431,39.9529357376,21.7288521017,39.691991688,29.9063509073,32.3404942569,19.1205325514,30.0083659437,24.6371778893,40.9755789256,29.8540224808,18.0210916252,33.1414973675,40.8800559575,41.7963664317,23.0511527741,27.2171656801,26.9227837938,50.7128326159,30.1945265973,41.1303902732,21.1982462247,43.3894568684,40.7946334865,40.0569557546,17.1376703798,34.1110290477,22.7034869799,35.9660465127,34.5091304537,39.6275219036,38.7907183844,22.6305031261,30.1076556983,31.131621194,39.0815878889,43.8999813842,34.1647558825,40.0922964743,35.7685909543,44.4330891169,25.0648081902,16.9378953089,44.9686128506,13.6222496343
"MRPS16",70.065392769,69.8345461542,90.1688154554,69.3800743098,77.8655982399,81.638792582,72.3131757836,105.4494489342,60.7345195281,67.7019441052,75.3472913077,59.8452264872,75.5476976013,73.4788745289,58.8632298308,101.0382533215,73.9215896722,62.9551368951,64.2672328763,74.0680666603,76.7809611275,76.6746362029,64.7691824547,47.7336512429,69.5787032569,64.8483003918,73.26696048,80.958769251,80.0818055288,66.9318168053,78.2279607643,76.2359251412,53.4138746956,45.9765731253,74.9048452148,61.7151180402,44.6350973281,86.195288593,65.5119719959,63.305033694,75.1423728051,54.6168172104,63.8177055025,86.7572493234,52.3922286276,63.4295748377,62.6430421692,66.9009293248,51.9387096315,69.5907160474,87.0987027831,65.0858068922,63.9664131146,59.3670967531,88.7712691612,47.2178195098,27.9065114157
"MRPS18A",58.0114899196,81.3182609647,92.8618511818,68.1494615662,70.0104695878,109.0289020794,88.7963097588,100.3183944885,52.4043725986,42.4702743882,85.135223342,53.6747900396,101.86630209,90.9323884928,59.3096964737,140.8460088524,101.3749720141,72.9300466224,79.4465210757,101.9801665664,71.3714988511,46.3853168176,48.9815548828,87.3518440055,45.9686794567,53.5003021975,66.1132653727,52.1281468657,90.8149154685,41.7508615642,101.392401905,80.1753644593,81.1172160724,98.6969500518,93.4588976779,80.9478447726,135.874655606,95.3490529796,110.039583403,110.503641363,110.14022046,62.3615258079,71.7548914785,73.8536471594,72.4269030935,76.1965716851,96.4953862682,82.5555549945,103.891815813,101.154643894,109.222880172,51.3967593928,95.4310459354,105.710846109,156.427846839,176.341013477,76.1945529405
"MRPS18C",34.1984320048,39.7033313407,44.1139338818,48.5281518841,35.4983003956,50.36356117,53.0219362365,63.7264867191,37.819977424,38.0119709344,61.8699722879,40.1353611596,49.9156850429,54.1386941551,43.5062331863,43.6686940689,46.6258364723,62.4254200617,23.5163732209,45.4783858127,38.0564485879,52.3163356627,53.2222084122,52.4206540015,46.3427726702,57.2897838768,42.4572158643,50.7577042492,43.1665165634,49.3305995127,48.0918767073,35.3215310212,27.177018269,31.9941901905,59.4768756498,38.3346594581,41.4262950287,33.267413961,51.0932437201,45.5729998435,56.1022243535,35.7303306621,47.8147818384,41.4798098596,40.8208437917,33.9167060358,39.9264638497,60.2324678005,57.3008312943,48.3487192561,30.5622038139,39.5411790942,50.2076476808,43.4877154907,40.8687342383,41.6793375632,29.9388486776
"MRPS30",64.096109389,113.2268855121,105.1661982824,71.5650397933,94.234891631,95.4907464849,77.2830769146,86.2998699445,54.4102700482,72.8257037499,108.4377174192,63.3858459411,96.3554984383,56.9625281934,61.6900430858,82.8847677361,91.010316104,57.7263191195,56.3403417412,83.2641104998,58.8916930847,51.1058054492,70.514799776,60.4840346734,57.070290737,54.0387357455,61.1545344521,66.6948740029,65.4405309049,72.6954930207,74.9708906199,84.7757219907,72.9753843115,85.7128492908,98.0637401281,57.2752051531,60.3409658263,77.4404910804,85.5845221739,70.875977396,47.6506423805,101.127288497,58.3297256255,77.9516230742,78.1188078557,65.1002541372,78.2090760881,69.2115525137,70.0013051012,76.1220706266,102.77468372,99.7070081295,107.675069593,55.7048205759,127.783434807,160.405108293,131.888309334
"MRPS33",64.0166556385,43.8749472989,77.7803839782,96.2412226004,60.2896873076,81.4253243449,85.6873357329,80.3361239796,79.4151938505,83.7083162101,63.1362350766,85.2551138049,76.0513489186,76.7811573037,83.2902933828,65.7302812393,66.4223292606,69.7239782068,91.1032164153,62.5491906559,94.2735661989,92.2261846396,72.0576663598,62.7277202532,80.1455193095,80.1016457124,68.9667188154,83.9460261903,58.8772009011,74.3869490582,87.0374455745,88.3763067548,68.7698932545,65.0219574116,80.7750734086,87.2705334254,70.8507695685,55.6881036491,78.3918183238,82.518116746,101.548832819,52.418094335,88.1221099713,59.453079248,57.5535775085,64.3538510005,94.0302177091,67.1188387999,92.985718404,46.5863345328,112.84906768,95.3437357057,52.991971613,65.0070100273,50.9618829528,36.2258051054,17.137203723
"MRPS35",61.8278329651,77.4927102129,93.7470728126,78.0788397146,88.9529112295,61.8908459714,79.2598940909,88.7746849627,70.1243403207,65.467731875,82.9215911506,72.6440028171,80.7468246529,80.6531393474,74.6958105079,57.7490074044,52.4710705449,66.6503389997,64.9184685311,60.3491700367,72.0859561329,97.8647069499,71.828020033,59.7940037117,67.8926493368,65.3935495543,77.6144056755,78.2666450848,69.7135800193,79.1776403743,72.5296752579,50.7784462931,63.6742758902,41.6099550911,56.4262380429,41.6581636825,48.0983562144,30.1173037686,59.4207503449,49.833441307,37.6997814322,52.3837554142,54.9223522965,60.7783061705,63.1550652235,66.1975229322,65.5874291924,36.4163238078,44.9308827682,64.8462130377,74.3210998728,53.6906931278,66.3756802053,43.3505348892,91.1346636319,88.5266730995,70.9844988904
"MRPS5",58.0858176217,152.122731371,138.1109241469,110.9149667622,117.7154751498,100.2361453948,159.9684140719,141.5249949234,70.8895262311,76.5046896874,175.2028195687,75.2412911515,156.9991823932,97.8698951736,81.8368503444,106.8178703667,84.6079817762,82.9391316292,81.3769696236,96.0852123759,103.5707895282,84.4127623525,85.9412360378,100.7879185803,71.5677199908,80.785479037,82.7265480715,70.3468212749,89.7340314015,66.0357162714,100.556807982,113.382223585,93.0906545199,85.0156392619,116.325891947,103.778120065,124.532945239,107.58998126,116.227147032,97.0513295691,95.1770457185,106.302774742,100.055908827,132.583623808,125.167059588,118.898255325,124.575701213,132.290582579,98.539291949,113.656071736,113.606458167,124.60068005,123.375689238,82.7978271768,72.251197374,118.823184386,78.7149449788
"MRPS7",102.8285312174,127.8275413659,118.9560360353,138.0318267917,159.0045705728,168.2343176285,140.2314434818,136.2381015621,93.8909664196,95.6991789045,121.7078721225,100.2157948755,123.6588203009,132.0049929233,113.0652508524,174.8184091916,146.3403042374,118.3831684629,121.9163891314,156.8536356201,131.0286818806,87.2855996056,96.1839081272,143.4201145058,102.1116405376,107.9457029434,90.2743926618,97.835231135,99.7534365751,97.6378416108,136.153629526,157.784468571,148.873135898,117.506571319,162.352669677,142.407823804,157.161380453,139.156064414,116.518021462,103.124384053,158.60779024,142.805814078,110.166149128,111.166784021,176.338526358,126.824990558,143.518802347,136.809231465,130.293002286,128.89645316,134.624774813,146.493041375,119.709893753,122.288463386,156.999262989,246.294627738,77.1209788411
"MRRF",19.5328074877,29.997026264,44.1279479445,33.4457255681,26.1482259142,24.7345646284,19.6143945533,23.2223243815,20.9520936967,18.6606061134,40.8276641809,23.1729164401,28.1660788277,18.6249734994,23.2429563688,30.0450047803,21.3274388384,18.687470065,14.2870107763,14.6421006563,17.4183757434,24.8708934775,23.0382086852,10.9385096789,25.0853209804,23.7592322554,21.1967455488,20.5848693388,11.06127644,21.6389720655,31.6016898439,25.5501678073,26.5748623191,26.2744772412,52.2991415354,29.0656720199,4.2535732476,10.0740852262,43.9393060443,27.9547033687,16.4758496893,24.0581088698,39.0304357162,35.4536662561,6.9395579159,18.3677154056,38.6811932956,15.5218864176,19.7742661734,31.682622692,39.5715177998,26.2500056797,18.4093420143,15.0373872392,14.9185711941,0.9981333174,10.6090753501
"MRS2P2",8.9013830737,2.5684159201,3.2302414655,4.5046362582,7.6370652411,3.8104080316,2.9997699203,8.9642265791,7.3380604652,9.4707320247,3.4938611138,7.7443231165,1.1270045173,6.5404435541,5.5128924595,4.0731722499,3.8176482602,6.0319368458,2.9791916803,3.1931001865,3.256811765,8.8067521035,4.6486659352,6.0974434036,10.392941742,4.9935735798,6.507006734,8.1687618882,7.5799576932,8.8204925339,5.4713873779,10.4520769898,0.7967647246,10.1530831237,5.0583095064,2.8719370621,3.8295843157,1.1645326276,7.4828175388,6.3490891016,14.1675682732,6.7493790768,13.9126805658,5.9761399335,11.3854582463,8.399671283,5.0288004827,24.8829582555,8.2657719035,16.186551821,5.601236614,3.5136786332,1.9447626757,2.6633817559,8.729814274,9.8279954066,6.5060852424
"MS4A2",0.2742435902,0.061208812,0.0326994798,0,0.058150243,0,0.1248046921,0.0697786189,0.2824187745,0.1669966106,0.1117290696,0.2277006151,0.0948580956,0.0690544568,0.1358811522,0.1050449686,0.1252395922,0,0.0718896502,0.1164592243,0.0626309955,0.3185605825,0.0869534635,0,0.147529718,0.0999623465,0.0424831778,0.2078761272,0.0780256014,0.1007450304,0.1359960087,0.182420372,0.1258985614,0.1645447369,0,0.1323586674,0.0448237861,0.122673589,0.0501614314,0.2053402211,0.2149594267,0.189959046,0.3477653018,0.1421531588,0,0.1786683622,0.0457801105,0.267470165,0.0846541728,0.2504015481,0,0.0446715986,0.0494499735,0.2561676532,0.3159401625,0.0455790502,0.0564414645
